Index,QS_rank,Previous Rank,Country/Territory,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE,normalizedName,Type,State,Zip,isPublic,Institution_Control,Photo,USNews_US_Rank,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb,Region,USNews_global_rank,Global Score from US News,Image,Description,Country,Country Code,name,Total number of students,Number of international students,Total number of academic staff,Number of international staff,Number of undergraduate degrees awarded,Number of master's degrees awarded,Number of doctoral degrees awarded,Number of research only staff,Number of new undergraduate students,Number of new master's students,Number of new doctoral students,best global universities,agricultural sciences,artificial intelligence,arts and humanities,biology and biochemistry,biotechnology and applied microbiology,cardiac and cardiovascular systems,cell biology,chemistry,clinical medicine,computer science,condensed matter physics,ecology,economics and business,education and educational research,electrical and electronic engineering,endocrinology and metabolism,energy and fuels,engineering,environmental engineering,environmentecology,food science and technology,gastroenterology and hepatology,geosciences,immunology,infectious diseases,materials science,mathematics,meteorology and atmospheric sciences,microbiology,molecular biology and genetics,nanoscience and nanotechnology,neuroscience and behavior,oncology,optics,pharmacology and toxicology,physical chemistry,physics,plant and animal science,polymer science,psychiatrypsychology,public environmental and occupational health,radiology nuclear medicine and medical imaging,social sciences and public health,space science,surgery,chemical engineering,civil engineering,green and sustainable science and technology,mechanical engineering,water resources,best global universities in europe,best global universities in the united kingdom,marine and freshwater biology,best global universities in asia,best global universities in china,best global universities in canada,best global universities in australianew zealand,best global universities in australia,best global universities in the netherlands,best global universities in switzerland,best global universities in hong kong,best global universities in denmark,best global universities in germany,best global universities in france,best global universities in belgium,best global universities in sweden,best global universities in spain,best global universities in japan,best global universities in norway,best global universities in saudi arabia,best global universities in finland,best global universities in africa,best global universities in south africa,best global universities in new zealand,best global universities in israel,best global universities in south korea,best global universities in italy,best global universities in latin america,best global universities in brazil,best global universities in austria,best global universities in ireland,best global universities in greece,best global universities in portugal,best global universities in the czech republic,best global universities in the united arab emirates,best global universities in egypt,best global universities in taiwan,best global universities in turkey,best global universities in iran,best global universities in vietnam,best global universities in nigeria,best global universities in malaysia,best global universities in pakistan,best global universities in russia,best global universities in chile,best global universities in mexico,best global universities in poland,best global universities in jordan,best global universities in argentina,best global universities in hungary,best global universities in thailand,best global universities in bangladesh,best global universities in ethiopia,best global universities in india,best global universities in colombia,best global universities in romania,best global universities in slovakia,best global universities in morocco,best global universities in indonesia,best global universities in tunisia,best global universities in lithuania,City,Name
304.0,303,324,Denmark,L,CO,VH,Public,29.2,425,24.9,540,31.9,602,68.4,227,91.7,212,46.4,435,51.3,403,77.4,394,27.0,607,85.0,110=,45.1,university of southern denmark,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Europe,255,60.8,N/A,,Denmark,DNK,University of Southern Denmark,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,255.0,nan,nan,nan,415.0,nan,148.0,236.0,987.0,154.0,734.0,nan,nan,212.0,nan,nan,99.0,nan,299.0,nan,264.0,nan,98.0,nan,119.0,131.0,436.0,nan,nan,nan,230.0,nan,256.0,159.0,nan,260.0,541.0,507.0,nan,nan,251.0,57.0,131.0,151.0,nan,58.0,nan,nan,nan,nan,nan,101.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Odense,University of Southern Denmark
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,university of southern indiana,regional-universities-midwest,IN,47712.0,True,public,https://www.usnews.com/dims4/USNEWS/a55f40c/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fba%2F2380db34ddc448a13a8d53c4fb14a3%2F_1186909.JPG,73,22.0,51.0,95.0,23007.0,3.4,2.3,nan,5409,2.0,1020.0,21892.0,1020-1220,22-28,"University of Southern Indiana is a public institution that was founded in 1965. It has a total undergraduate enrollment of 5,409 (fall 2023), and the campus size is 330 acres. It utilizes a semester-based academic calendar. University of Southern Indiana's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #73. Its in-state tuition and fees are $10,166; out-of-state tuition and fees are $23,007.",midwest,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Evansville,University of Southern Indiana
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,university of southern maine,regional-universities-north,ME,4104.0,True,public,https://www.usnews.com/dims4/USNEWS/8c0991f/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ffe%2Fe9f0304c2a9f8741ecda2ced13ebe3%2F062_FA19_-_Portland.jpg,139,19.0,nan,85.0,nan,nan,2.2,nan,5616,2.1,998.0,nan,998-1220,19-26,"University of Southern Maine is a public institution that was founded in 1878. It has a total undergraduate enrollment of 5,616 (fall 2022), and the campus size is 142 acres.  University of Southern Maine's ranking in the 2025 edition of Best Colleges is Regional Universities North, #139. ",north,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Portland,University of Southern Maine
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,university of southern mississippi,national-universities,MS,39406.0,True,public,nan,342,19.0,nan,99.0,11998.0,3.4,< 2.0,nan,10012,2.3,nan,nan,nan,19-27,"University of Southern Mississippi is a public institution that was founded in 1910. It has a total undergraduate enrollment of 10,012 (fall 2023), and the campus size is 1,090 acres.  University of Southern Mississippi's ranking in the 2025 edition of Best Colleges is National Universities, #342. Its in-state tuition and fees are $9,998; out-of-state tuition and fees are $11,998.",nan,"1,724",28.0,N/A,,United States,USA,University of Southern Mississippi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1724.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hattiesburg,University of Southern Mississippi
414.0,410,396,Australia,M,CO,VH,Public,11.0,701+,8.2,701+,7.9,801+,90.1,103,78.5,304,48.7,416,52.0,398,82.2,307,11.0,801+,65.5,387=,36.7,university of southern queensland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Oceania,278,59.4,N/A,,Australia,AUS,University of Southern Queensland,"1,058,168","2,045",493,108,"1,941",746,171,101,"2,525",745,97,278.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,499.0,nan,nan,nan,nan,nan,nan,nan,141.0,nan,387.0,nan,nan,nan,nan,nan,139.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,399.0,nan,450.0,227.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Toowoomba,University of Southern Queensland
1396.0,1201-1400,1201-1400,Croatia,L,FC,HI,Public,7.6,701+,9.2,701+,8.7,801+,8.8,801+,1.6,801+,3.3,801+,7.5,801+,52.3,801+,22.4,687,44.8,801+,-,university of split,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Europe,951,41.7,N/A,,Croatia,HRV,University of Split,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,951.0,nan,nan,nan,nan,nan,nan,nan,1388.0,841.0,nan,nan,nan,nan,nan,nan,nan,nan,732.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,459.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,336.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Split,University of Split
1494.0,1401+,1201-1400,Sri Lanka,L,CO,HI,Public,8.0,701+,12.2,701+,5.7,801+,7.0,801+,nan,nan,1.3,801+,5.7,801+,27.8,801+,22.8,674,27.4,801+,-,university of sri jayewardenepura,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Asia,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,University of Sri Jayewardenepura
113.0,113,104,United Kingdom,M,FO,VH,Public,61.5,165,74.9,127,63.8,278,51.3,368,98.8,131,99.7,47,99.7,36,87.7,208,28.9,575,86.2,97,66.4,university of st andrews,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Europe,403,55.3,N/A,,United Kingdom,GBR,University of St Andrews,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,403.0,nan,nan,91.0,698.0,nan,nan,nan,569.0,857.0,nan,nan,120.0,nan,nan,nan,nan,nan,nan,nan,343.0,nan,nan,111.0,nan,nan,550.0,400.0,nan,nan,nan,nan,nan,nan,nan,nan,550.0,417.0,317.0,nan,214.0,nan,nan,577.0,160.0,nan,nan,nan,nan,nan,nan,157.0,34.0,77.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Fife,University of St Andrews
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,university of st francis,national-universities,IL,60435.0,True,private,https://www.usnews.com/dims4/USNEWS/9d8b3fa/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F1a%2Fcd2c7421d9334d5aae86a1818b4940%2Fcollege-photo_9445.jpg,296,24.0,nan,64.0,38110.0,3.5,nan,nan,1306,nan,900.0,nan,900-1150,24-28,"University of St. Francis is a private institution that was founded in 1920. It has a total undergraduate enrollment of 1,306 (fall 2023), its setting is suburban, and the campus size is 18 acres. It utilizes a semester-based academic calendar. University of St. Francis' ranking in the 2025 edition of Best Colleges is National Universities, #296. Its tuition and fees are $38,110.",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Joliet,University of St. Francis
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,university of st gallen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1,018",40.4,N/A,,Switzerland,CHE,University of St. Gallen,"8,835","3,226",697,412,975,"1,114",107,101,"1,254","1,457",118,1018.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,82.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,718.0,nan,nan,nan,nan,nan,nan,nan,362.0,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,St. Gallen,University of St. Gallen
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,university of st thomas,national-universities,MN,55105.0,True,private,https://www.usnews.com/dims4/USNEWS/66da7da/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ff8%2Fd7989a59024cbce6ea2d66d78b84da%2FSt._Thomas_hero_image_1920x1080.jpg,148,23.0,58.0,82.0,54398.0,3.7,3.4,nan,6099,2.6,1160.0,38151.0,1160-1370,23-29,"University of St. Thomas (MN) is a private institution that was founded in 1885. It has a total undergraduate enrollment of 6,099 (fall 2023), its setting is urban, and the campus size is 78 acres. It utilizes a 4-1-4-based academic calendar. University of St. Thomas (MN)'s ranking in the 2025 edition of Best Colleges is National Universities, #148. Its tuition and fees are $54,398.",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,St. Paul,University of St. Thomas (MN)
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,university of st thomas,national-universities,TX,77006.0,True,private,https://www.usnews.com/dims4/USNEWS/77323c8/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fc3%2F01cc41677571c1ebdfb482f640d7b4%2FDJI_0018.jpg,209,19.0,58.0,93.0,34634.0,3.6,nan,nan,3021,< 2.0,990.0,24940.0,990-1210,19-24,"University of St. Thomas (TX) is a private institution that was founded in 1947. It has a total undergraduate enrollment of 3,021 (fall 2023), its setting is urban, and the campus size is 33 acres. It utilizes a semester-based academic calendar. University of St. Thomas (TX)'s ranking in the 2025 edition of Best Colleges is National Universities, #209. Its tuition and fees are $34,634.",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Houston,University of St. Thomas (TX)
898.0,851-900,801-850,Norway,M,CO,VH,nan,10.4,701+,11.2,701+,83.2,151,10.9,801+,nan,nan,nan,nan,nan,nan,72.2,496,12.9,801+,45.2,801+,-,university of stavanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Europe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,University of Stavanger
518.0,517,452,United Kingdom,M,CO,VH,Public,16.8,701+,13.1,701+,14.6,801+,38.3,489,79.5,299,81.3,218,83.0,183,62.7,655,22.4,685,81.2,158=,31.4,university of stirling,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Europe,775,45.4,N/A,,United Kingdom,GBR,University of Stirling,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,775.0,nan,nan,nan,nan,nan,nan,nan,nan,846.0,nan,nan,129.0,nan,nan,nan,nan,nan,nan,nan,435.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,361.0,nan,349.0,387.0,nan,476.0,nan,nan,nan,nan,nan,nan,nan,275.0,53.0,29.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Stirling,University of Stirling
252.0,251,281,United Kingdom,L,CO,VH,Public,37.5,319,40.5,335,17.8,801+,57.2,306,99.2,122,89.0,175,90.0,149,84.5,263,46.0,379,84.6,117=,50.2,university of strathclyde,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Europe,427,54.6,N/A,,United Kingdom,GBR,University of Strathclyde,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,427.0,nan,nan,nan,nan,nan,nan,nan,643.0,981.0,463.0,nan,nan,334.0,nan,178.0,nan,335.0,156.0,nan,917.0,nan,nan,368.0,nan,nan,603.0,nan,nan,nan,nan,nan,nan,nan,120.0,78.0,643.0,208.0,nan,nan,nan,447.0,nan,398.0,nan,nan,nan,84.0,241.0,108.0,nan,164.0,37.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Glasgow,University of Strathclyde
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,university of stuttgart,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,781,45.3,N/A,,Germany,DEU,University of Stuttgart,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,781.0,nan,nan,nan,nan,nan,nan,nan,376.0,nan,313.0,nan,nan,nan,nan,553.0,nan,nan,324.0,nan,994.0,nan,nan,411.0,nan,nan,243.0,356.0,nan,nan,nan,383.0,nan,nan,170.0,nan,422.0,295.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,278.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Stuttgart,University of Stuttgart
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,university of sulimanyah,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1,188",37.2,N/A,,Iraq,IRQ,University of Sulimanyah,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1188.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,405.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sulaimani,University of Sulimanyah
264.0,262,285,United Kingdom,L,CO,VH,Public,29.7,411,30.0,475,33.4,583,74.4,182,98.0,139,88.7,181,89.7,152,86.6,227,30.7,539,60.4,499=,49.3,university of surrey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Europe,326,58.0,N/A,,United Kingdom,GBR,University of Surrey,"14,365","4,645","1,015",380,"3,110","1,825",260,295,"3,250","1,655",330,326.0,nan,46.0,234.0,600.0,nan,nan,nan,573.0,615.0,94.0,nan,nan,187.0,nan,85.0,nan,237.0,169.0,nan,507.0,nan,nan,nan,nan,nan,378.0,nan,nan,nan,nan,181.0,nan,nan,nan,nan,220.0,505.0,nan,nan,343.0,389.0,nan,171.0,nan,nan,185.0,97.0,156.0,nan,nan,125.0,30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Surrey,University of Surrey
